title,authors,doi,year,source,url
Knowledge engine for robots using ontology,Salam K.M.A.,10.1109/ACIT-CSII-BCD.2017.46,2017-07-01,Proceedings 2017 5th International Conference on Applied Computing and Information Technology 2017 4th International Conference on Computational Science Intelligence and Applied Informatics and 2017 1st International Conference on Big Data Cloud Computing Data Science and Engineering Acit Csii Bcd 2017,https://api.elsevier.com/content/abstract/scopus_id/85071048804
Automated risk identification of CMMI project planning using ontology,Rojrattanakorn C.,10.1109/ACIT-CSII-BCD.2017.26,2017-07-01,Proceedings 2017 5th International Conference on Applied Computing and Information Technology 2017 4th International Conference on Computational Science Intelligence and Applied Informatics and 2017 1st International Conference on Big Data Cloud Computing Data Science and Engineering Acit Csii Bcd 2017,https://api.elsevier.com/content/abstract/scopus_id/85071044943
Study and design of ontology for cloud based web services attacks: A survey,Chavan S.,10.1109/ICGTSPICC.2016.7955263,2017-06-22,Proceedings International Conference on Global Trends in Signal Processing Information Computing and Communication Icgtspicc 2016,https://api.elsevier.com/content/abstract/scopus_id/85025120494
SNSQ ontology: A domain ontology for SNSs data quality,Zheng L.,10.1109/ICCCBDA.2017.7951876,2017-06-16,2017 2nd IEEE International Conference on Cloud Computing and Big Data Analysis Icccbda 2017,https://api.elsevier.com/content/abstract/scopus_id/85024395760
Resource brokerage ontology for vendor-independent Cloud Service management,Karim B.,10.1109/ICCCBDA.2017.7951959,2017-06-16,2017 2nd IEEE International Conference on Cloud Computing and Big Data Analysis Icccbda 2017,https://api.elsevier.com/content/abstract/scopus_id/85024399509
Enterprise architecture modeling based on cloud computing security ontology as a reference model,Janulevičius J.,10.1109/eStream.2017.7950320,2017-06-15,2017 Open Conference of Electrical Electronic and Information Sciences Estream 2017 Proceedings of the Conference,https://api.elsevier.com/content/abstract/scopus_id/85025138000
Demo: Solution recommender for system failure recovery via log event pattern matching on a knowledge graph,Dayarathna M.,10.1145/3093742.3095094,2017-06-08,Debs 2017 Proceedings of the 11th ACM International Conference on Distributed Event Based Systems,https://api.elsevier.com/content/abstract/scopus_id/85023165503
Lexicalizing linked data for a human friendly web,Perera R.,10.1109/CONFLUENCE.2017.7943119,2017-06-07,Proceedings of the 7th International Conference Confluence 2017 on Cloud Computing Data Science and Engineering,https://api.elsevier.com/content/abstract/scopus_id/85021725040
A knowledge-driven geospatially enabled framework for geological big data,Wu L.,10.3390/ijgi6060166,2017-06-01,ISPRS International Journal of Geo Information,https://api.elsevier.com/content/abstract/scopus_id/85021094330
Development of Bioinformatics Infrastructure for Genomics Research,Mulder N.J.,10.1016/j.gheart.2017.01.005,2017-06-01,Global Heart,https://api.elsevier.com/content/abstract/scopus_id/85019725242
"Using semantic web technologies to power lungmap, a molecular data repository",Krzyzanowski M.C.,10.1145/3066911.3066916,2017-05-19,Proceedings of the International Workshop on Semantic Big Data Sbd 2017 in Conjunction with the 2017 ACM SIGMOD Pods Conference,https://api.elsevier.com/content/abstract/scopus_id/85020527201
Evaluation of security vulnerability severity based on CMAHP,Jialiang S.,10.1109/CompComm.2016.7924866,2017-05-10,2016 2nd IEEE International Conference on Computer and Communications Iccc 2016 Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85020176997
Interfacing fast-fashion design industries with Semantic Web technologies: The case of Imperial Fashion,Peroni S.,10.1016/j.websem.2017.06.001,2017-05-01,Journal of Web Semantics,https://api.elsevier.com/content/abstract/scopus_id/85029157589
Semantic cyber-physical cloud systems,Beres A.,10.1109/ISDFS.2017.7916499,2017-05-01,2017 5th International Symposium on Digital Forensic and Security Isdfs 2017,https://api.elsevier.com/content/abstract/scopus_id/85020190539
Parallel computation of the reachability graph of petri net models with semantic information,González-López de Murillas E.,10.1002/spe.2438,2017-05-01,Software Practice and Experience,https://api.elsevier.com/content/abstract/scopus_id/84994351129
Models and data engineering,Bellatreche L.,10.1016/j.future.2016.11.019,2017-05-01,Future Generation Computer Systems,https://api.elsevier.com/content/abstract/scopus_id/85006913847
Cloud security and compliance - A semantic approach in end to end security,Kalaiprasath R.,,2017-05-01,International Journal of Mechanical Engineering and Technology,https://api.elsevier.com/content/abstract/scopus_id/85020195545
New frontiers on open standards for geo-spatial science,Bermudez L.,10.1080/10095020.2017.1325613,2017-04-03,Geo Spatial Information Science,https://api.elsevier.com/content/abstract/scopus_id/85021058965
"A Reference Architecture for provisioning of Tools as a Service: Meta-model, Ontologies and Design Elements",Chauhan M.,10.1016/j.future.2016.12.002,2017-04-01,Future Generation Computer Systems,https://api.elsevier.com/content/abstract/scopus_id/85006489230
Methodology for energy aware adaptive management of virtualized data centers,Cioara T.,10.1007/s12053-016-9467-2,2017-04-01,Energy Efficiency,https://api.elsevier.com/content/abstract/scopus_id/84981170537
A Semantically-Enhanced Modelling Environment for Business Process as a Service,Hinkelmann K.,10.1109/ES.2016.25,2017-03-16,Proceedings 4th International Conference on Enterprise Systems Advances in Enterprise Systems Es 2016,https://api.elsevier.com/content/abstract/scopus_id/85017327186
IUI'17 workshop summary for SmartLearn - Intelligent interfaces for ubiquitous and smart learning,Celik I.,10.1145/3030024.3040248,2017-03-07,International Conference on Intelligent User Interfaces Proceedings IUI,https://api.elsevier.com/content/abstract/scopus_id/85016648049
Ontological and Algebra-Algorithmic Tools for Automated Design of Parallel Programs for Cloud Platforms,Doroshenko A.Y.,10.1007/s10559-017-9932-8,2017-03-01,Cybernetics and Systems Analysis,https://api.elsevier.com/content/abstract/scopus_id/85016097578
A quality requirements model and verification approach for system of systems based on description logic,Wang Q.l.,10.1631/FITEE.1500309,2017-03-01,Frontiers of Information Technology and Electronic Engineering,https://api.elsevier.com/content/abstract/scopus_id/85015826226
K-NN data classification technique using semantic search on encrypted relational data base,Uttarwar N.,10.1109/ICCUBEA.2016.7860022,2017-02-21,Proceedings 2nd International Conference on Computing Communication Control and Automation Iccubea 2016,https://api.elsevier.com/content/abstract/scopus_id/85016197358
Semantic Search and Preferred Search Survey in Cloud Computing Environment,Yang L.,10.1109/ICS.2016.0137,2017-02-16,Proceedings 2016 International Computer Symposium Ics 2016,https://api.elsevier.com/content/abstract/scopus_id/85015283763
Pervasive Neuroimaging with Fog Computing and Linked Data,Zao J.K.K.,10.1109/ICS.2016.0148,2017-02-16,Proceedings 2016 International Computer Symposium Ics 2016,https://api.elsevier.com/content/abstract/scopus_id/85015345957
Isomorphic semantic mapping of variant call format (VCF2RDF),Penha E.D.S.,10.1093/bioinformatics/btw652,2017-02-15,Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85028340456
An empirical hunt for ally co-operative cloud computing utility,Manu A.R.,10.1109/ISCO.2017.7856031,2017-02-14,Proceedings of 2017 11th International Conference on Intelligent Systems and Control Isco 2017,https://api.elsevier.com/content/abstract/scopus_id/85015007578
A pub/sub-based fog computing architecture for internet-of-vehicles,Shin S.,10.1109/CloudCom.2016.0029,2017-01-23,Proceedings of the International Conference on Cloud Computing Technology and Science Cloudcom,https://api.elsevier.com/content/abstract/scopus_id/85012973956
Defining an ontological framework for modelling policies in cloud environments,Veloudis S.,10.1109/CloudCom.2016.0053,2017-01-23,Proceedings of the International Conference on Cloud Computing Technology and Science Cloudcom,https://api.elsevier.com/content/abstract/scopus_id/85013018716
Intrusion detection in cloud computing based attacks patterns and risk assessment,Youssef B.C.,10.1109/SYSCO.2016.7831341,2017-01-23,Proceedings 2016 3rd International Conference on Systems of Collaboration Sysco 2016,https://api.elsevier.com/content/abstract/scopus_id/85013877237
Visual orchestration and autonomous execution of distributed and heterogeneous computational biology pipelines,Mou X.,10.1109/BIBM.2016.7822615,2017-01-17,Proceedings 2016 IEEE International Conference on Bioinformatics and Biomedicine Bibm 2016,https://api.elsevier.com/content/abstract/scopus_id/85013276120
The design of an m-Health monitoring system based on a cloud computing platform,Xu B.,10.1080/17517575.2015.1053416,2017-01-02,Enterprise Information Systems,https://api.elsevier.com/content/abstract/scopus_id/84930988745
Semantic educational web portal,Telnov V.,,2017-01-01,Ceur Workshop Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85040642938
Mechanism-based Pharmacovigilance over the Life Sciences Linked Open Data Cloud,Kamdar M.R.,,2017-01-01,AMIA Annual Symposium Proceedings AMIA Symposium,https://api.elsevier.com/content/abstract/scopus_id/85058735409
An exploratory study of RDF: A data model for cloud computing,Kanmani A.,10.1007/978-981-10-3156-4_68,2017-01-01,Advances in Intelligent Systems and Computing,https://api.elsevier.com/content/abstract/scopus_id/85014948045
A generic web cache infrastructure for the provision of multifarious environmental data,Schlachter T.,10.1007/978-3-319-89935-0_30,2017-01-01,IFIP Advances in Information and Communication Technology,https://api.elsevier.com/content/abstract/scopus_id/85046354316
The network business model of cloud computing for end-to-end supply chain visibility,Suherman A.G.,10.1504/IJVCM.2017.082684,2017-01-01,International Journal of Value Chain Management,https://api.elsevier.com/content/abstract/scopus_id/85014825579
Toward context-aware SLA for cloud computing,Labidi T.,10.1007/978-3-319-52941-7_35,2017-01-01,Advances in Intelligent Systems and Computing,https://api.elsevier.com/content/abstract/scopus_id/85014200435
A complete ontological survey of cloud forensic in the area of cloud computing,Mohiddin S.,10.1007/978-981-10-3325-4_5,2017-01-01,Advances in Intelligent Systems and Computing,https://api.elsevier.com/content/abstract/scopus_id/85018424288
DISCO: A dynamic self-configuring discovery service for semantic web services,Elgedawy I.,10.5220/0006234703350342,2017-01-01,Closer 2017 Proceedings of the 7th International Conference on Cloud Computing and Services Science,https://api.elsevier.com/content/abstract/scopus_id/85024377906
"Ontology based Approach to Cloud Computing in Perspective of Control, Services & Security",Godhrawala H.,,2017-01-01,11th Indiacom 4th International Conference on Computing for Sustainable Global Development Indiacom 2017,https://api.elsevier.com/content/abstract/scopus_id/105010834058
Towards semantic KPI measurement,Kritikos K.,,2017-01-01,Closer 2017 Proceedings of the 7th International Conference on Cloud Computing and Services Science,https://api.elsevier.com/content/abstract/scopus_id/85024371958
EVE: Cloud-based annotation of human genetic variants,Cole B.,10.1007/978-3-319-55849-3_6,2017-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85017534902
Ontology-based information integration and decision making in prefabricated construction component supply chain,Du J.,,2017-01-01,Amcis 2017 America S Conference on Information Systems A Tradition of Innovation,https://api.elsevier.com/content/abstract/scopus_id/85045879368
An approach for cloud-based situational analysis for factories providing real-time reconfiguration services,Scholze S.,10.1007/978-3-319-65151-4_11,2017-01-01,IFIP Advances in Information and Communication Technology,https://api.elsevier.com/content/abstract/scopus_id/85029605207
Implementing computational biology pipelines using VisFlow,Mou X.,10.1504/IJDMB.2017.084262,2017-01-01,International Journal of Data Mining and Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85019668068
